"FimA_del" "WT" "FimA_over"
"yfdF" 17.084224245691 18.0102953995769 2.34493342713767
"mlaA" 333.005206389838 231.603627002005 78.9408862214734
"yfdC" 165.686960045495 113.692744200593 30.9749166621401
"intS" 49.3690606735611 19.2032888430526 10.7395931776029
"yfdG" 73.433386954064 71.8350302469519 87.5289403425164
"yfdH" 47.9158771450848 24.614346234263 19.6063285522037
"yfdI" 13.6483450473801 7.16772993493905 3.12736343502578
"tfaS" 828.459711351681 890.24498512915 311.130919235439
"yfdK" 100.949156845357 48.8159183926681 17.994131734967
"yfdL" 109.330255014698 50.072366454719 8.6403039039801
"yfdM" 2112.36918130093 1250.03410020908 90.217166369068
"yfdN" 112.606829565907 47.6350689384599 7.26410637033607
"yfdO" 235.270037495514 98.9789607081534 14.0246588389044
"yfdP" 366.102682785477 181.529062921352 19.7248316264826
"yfdQ" 36.5381298729326 17.6346476731705 4.9577714840109
"yfdR" 64.3278882872314 35.724209668596 6.18767730136048
"yfdS" 180.922837423056 66.9813119870228 9.86241581324128
"yfdT" 153.34207818743 84.33003143286 33.4497216583889
"dsdC" 96.4503933461843 45.9457269683462 16.4077960748619
"dsdX" 83.4598155596425 41.7614396692387 8.45936366721452
"dsdA" 99.8922141744927 48.1034834066202 17.1857593353046
"emrY" 32.0965159493301 18.8654452468646 10.9147859847713
"emrK" 58.8253146830602 37.7151786044362 16.7441142040122
"evgA" 192.392685939042 265.014234020086 249.707792353483
"evgS" 44.3629580201207 39.78725068971 40.2645763312068
"yfdE" 78.0149961864408 51.1621793332849 18.4423373470349
"yfdV" 63.61432272249 42.7496864426429 8.78000097175456
"oxc" 51.658515421104 36.0260658802828 5.70908620972831
"frc" 65.4481859377052 39.5682594742803 4.73386554506833
"yfdX" 88.6376508133621 59.9090324206656 10.2300140531333
"ypdI" 1614.10269667513 1126.40435403455 276.665976865142
"lpxP" 149.695809287747 145.895943133996 137.446426963902
"alaC" 128.486357722611 68.434136043702 33.2667821236192
"pyrS" 87.6134309563871 57.8636996224748 29.0465269546969
"pyrR" 180.080389451202 125.92684343563 66.9722632375207
"ypdC" 117.807372488694 82.6340321412508 47.9869008229264
"fryA" 72.547503294192 32.5751983745555 10.528087703184
"ypdE" 87.5877962659009 37.8818385045672 14.4462581996419
"ypdF" 65.0442814226866 25.1760307830253 6.64456294483924
"fryC" 83.5507341561983 34.1042835041152 6.10476002397331
"fryB" 303.38863945838 146.057792200015 22.046371431484
"glk" 222.597468816438 158.917916386673 57.5654172265076
"yfeO" 140.950632613004 91.9011364742705 39.526699349413
"ypeC" 450.983112708403 258.989074828892 336.207164330131
"mntH" 112.983229490455 87.9579925032287 78.7176943254363
"nupC" 104.098104365307 79.8282724330127 20.176958052552
"insL3" 195.609943344609 151.464376689506 79.8983042731708
"pdeA" 71.5521153181062 36.1122765048396 20.9001685151758
"yfeC" 379.500267037569 205.399558196143 88.5303382928848
"yfeD" 344.174397547201 209.71385936662 96.7550482726958
"gltX" 228.000719402645 198.446729954938 217.254782534815
"xapR" 158.848726718761 86.9443046940409 25.6381269397004
"xapB" 65.4922131333151 34.586449210747 18.418904118604
"xapA" 78.7800048798471 42.6199901471684 6.97271080237475
"yfeN" 112.050111421804 68.1995958465545 13.9804098291309
"yfeR" 94.641640351023 46.2715844578459 42.2688334529572
"yfeH" 158.269359969445 79.7711397682688 43.7964364980345
"ligA" 312.026829032213 314.300439665339 51.5149780609047
"zipA" 357.819091545317 359.891749860788 211.344832464715
"cysZ" 193.234854482224 125.815072103651 36.3512735653329
"cysK" 1065.10279223994 1833.71973246981 8262.06523757967
"ptsI" 1489.69573431373 1418.94133347035 670.67194497135
"crr" 10181.4685065419 8252.83188782554 1464.11256702029
"pdxK" 80.9953437695304 48.1516238737299 24.121297979699
"yfeK" 120.048421566557 197.024003956166 38.8840806224346
"yfeS" 80.0357286449786 61.7166212877595 123.576435513584
"cysM" 153.606187628972 137.02559480034 381.505084367431
"cysA" 170.575368235646 258.850020818218 981.881753802658
"cysW" 158.511666060883 208.457213938746 581.947800447462
"cysU" 163.649285499199 183.197215713232 435.794425148423
"cysP" 183.64456219717 265.643879458693 513.342467063732
"ucpA" 650.676236196623 704.58251273116 61.8867880770699
"murR" 126.939726945182 57.3984893915277 8.25821083929433
"murQ" 112.989993921414 48.9209813559024 13.6283196718741
"murP" 84.7223492818681 39.8219380114182 17.0441632300028
"yfeW" 67.7069713800683 32.3353269467913 15.6534391980385
"yfeX" 212.632986228188 214.641290174615 148.381022465348
"yfeY" 198.877381715771 180.865719379254 60.6684235669411
"yfeZ" 272.921967974881 203.167095269728 36.3997216420367
"ypeA" 290.072649654718 293.295762596646 44.595597448015
"amiA" 123.545459528977 95.7172492571141 151.444178775699
"hemF" 114.849116959527 72.8825055653938 82.8512882120158
"eutR" 91.4384309882825 47.8530060372363 33.9192232674681
"eutK" 185.114183058367 117.951436961348 55.0679745375537
"eutL" 95.8787319979383 58.0278201591141 35.5163410210965
"eutC" 144.176099024251 76.0063162290235 44.0166406627128
"eutB" 111.464344147679 73.11979599185 96.2716731746708
"intZ" 117.36199306446 66.8636099126382 17.7910659235762
"yffL" 198.801449505908 103.445433035782 74.3243632638382
"yffN" 221.194052346211 88.8977702656566 21.0369882583566
"yffO" 149.888524050689 72.8233337569745 21.462064889119
"yffP" 242.461697858338 105.660385860856 14.6623662054261
"yffQ" 316.601477794691 185.178087456596 35.778212443742
"yffR" 385.343583856675 216.454661989119 101.59280068633
"yffS" 189.663185695156 112.648687403814 16.72895441998
"eutA" 67.8581676284469 34.4407728598703 16.0653680325711
"eutH" 125.451911573556 61.2355790430818 10.1169227188624
"eutG" 96.6036064145984 49.4795262011326 12.8491242724438
"eutJ" 120.583923309401 48.8941780009981 11.7926570672301
"eutE" 82.0787962875728 40.7262139067967 13.6027933706441
"eutN" 827.908291975288 399.847791598857 39.1824222751012
"eutM" 826.236285709703 550.813742205515 50.0513882969528
"eutD" 118.871264140195 53.5194286556484 11.8395680871842
"eutT" 80.1161848818556 45.5217215002302 16.9113094816839
"eutQ" 124.823970234369 60.5342841500353 6.61847960492633
"eutP" 127.259753734534 66.2253258344677 8.93690929479465
"eutS" 213.798382586478 100.578987159134 11.4562438259165
"maeB" 302.042118808239 321.482382164143 60.5149409623439
"talA" 854.571564285627 1178.43926525218 397.890836209138
"tktB" 566.440273436125 817.186835613662 270.43876981516
"ypfG" 109.760694531205 70.6565646905633 74.7551259296142
"nudK" 174.320348495215 75.4128691529418 79.0781520975992
"aegA" 84.2890582379308 37.3202254942236 10.7835173939396
"narQ" 84.7792536298482 40.2493277665813 38.1202781789779
"acrD" 71.6757475958622 33.3103818961648 17.1200744134015
"yffB" 770.924263422991 504.573573472606 71.7374356736921
"dapE" 251.732925838721 195.503913439223 63.8712745832818
"ypfH" 193.618553558838 170.928618913769 166.879253128396
"tmcA" 106.122693197447 61.0547946477976 65.4462202705401
"ypfJ" 308.679143790395 339.653932232424 201.994982592631
"purC" 155.210499741799 87.1965134676934 231.762457868756
"bamC" 200.65401874886 132.528447657318 393.100169726894
"dapA" 339.305990517126 222.580266892531 495.248800992155
"gcvR" 311.480640299875 252.745481110208 198.073917169004
"bcp" 388.767907100551 187.483235922503 183.034347217092
"hyfA" 96.4575774822777 30.9156441333233 10.365114095158
"hyfB" 81.1164269790459 38.6188154643914 8.63491909884096
"hyfC" 92.7034192836016 40.6998025623454 3.69109647030408
"hyfD" 99.374655214196 44.6571716291317 11.2570186861879
"hyfE" 99.2060052626005 41.6848008380387 5.770566730922
"hyfF" 68.3499884398085 31.6839612905619 16.1590496109134
"hyfG" 86.1465824521757 37.41711716512 14.2113433111498
"hyfH" 147.91569239123 50.5063341620051 24.4502933414886
"hyfI" 106.174381853829 45.0919982542263 17.6162372533098
"hyfJ" 223.894601457136 103.314942043349 19.3406996526705
"hyfR" 84.5079126506157 35.9430706234037 11.2713431945459
"focB" 141.490785647436 73.6848965242196 35.1181183779585
"yfgO" 137.38771992493 70.7879690303278 79.5987488973713
"bepA" 193.788547587452 275.519723396315 71.9984508955482
"yfgD" 629.289537891338 749.27226447437 248.440109582469
"hda" 130.014669986689 67.90561764432 103.488953822484
"uraA" 87.5629143510778 35.7720630339172 10.4131066169856
"upp" 119.695807212653 63.0003398460964 27.0945685747212
"purM" 107.098539344363 53.2119470632716 23.5611592065589
"purN" 179.041839784268 89.4097307650518 36.4013936865342
"ppk" 137.019072350703 78.8342697400019 103.628843918063
"ppx" 132.428848948476 84.3498856331868 81.0420557674179
"pdeF" 64.5420656199977 30.6630554884347 10.4376840938361
"yfgH" 66.2735522675972 36.3120214747963 10.6733165872695
"yfgI" 124.151796915195 64.3172351503363 24.9624662146254
"guaA" 191.517519587849 102.142791926857 97.6832085070346
"guaB" 104.749259132176 54.4282227643117 69.4857265416238
"xseA" 188.690821765557 154.894763938094 401.301697400574
"der" 313.772916794373 281.754765278219 236.748486826576
"bamB" 315.938854590526 298.503222556984 282.514338030302
"yfgM" 427.42042012361 365.700493269464 396.900146734211
"hisS" 308.096773012043 274.688506002247 254.112928332264
"ispG" 444.546789887676 415.074692402004 358.062911876748
"rodZ" 574.562697813039 579.294990765538 286.867306934028
"rlmN" 223.881870739129 257.087215249469 134.991002676696
"ndk" 329.550904306721 266.216784844427 73.3388054333412
"pbpC" 78.5370827129711 38.3101703605028 19.5208878665817
"yfhM" 132.945723787965 117.370447653838 71.4579722239112
"sseA" 1002.21991409251 1105.05671919183 56.0180925076682
"ryfA" 102.745921544437 88.3153600336837 93.6284935930698
"sseB" 141.351536791336 140.666621421451 262.888626599281
"pepB" 236.078345267579 299.401104619023 300.989108071938
"fdx" 1375.24365015086 1246.65007768295 3767.46761246572
"hscA" 352.973034631592 286.963361343622 865.71456603138
"hscB" 599.193214006761 449.779398229191 1661.96672724586
"iscA" 11794.7780773389 11229.1415479225 11293.5153717796
"iscU" 6538.01712830567 5780.32559792358 5758.99011316497
"iscS" 2251.64923960598 1927.87246235271 1806.87173492722
"iscR" 3318.37752475476 2561.87375300181 2665.10673321054
"trmJ" 424.934375488036 324.214241569137 699.672879583677
"suhB" 110.235051378793 55.6779621536681 68.1354208102625
"yfhR" 102.982036660635 46.7477500901473 17.7203484531365
"csiE" 301.900746690376 336.756159667651 47.6633633875073
"hcaT" 125.824404738716 92.944986935603 30.5901709133
"hcaR" 151.625294215695 138.003395793139 19.6825203758252
"hcaE" 90.459507739406 45.3199713543618 54.6472582243075
"hcaF" 121.993991116787 56.1880753346849 71.1554439151301
"hcaC" 362.289951823723 149.224584758783 182.06126187274
"hcaB" 113.772628081693 53.6986451270176 40.9952381874653
"hcaD" 89.5081587034282 45.8699104687075 31.2600758560665
"yphA" 425.68218959573 460.318957790105 140.136836303494
"yphB" 149.666562030721 76.2623766949073 26.1348052436591
"yphC" 146.782915836546 69.0674281163962 11.3474107442793
"yphD" 103.44402612382 50.6906908226457 9.04885051612284
"yphE" 116.85420463337 54.5932536288391 10.5057564430091
"yphF" 96.9906073648426 59.913357973992 9.60406335192741
"yphG" 81.6331964219597 38.7194902151977 10.2011302146843
"yphH" 115.506621098691 58.6557305325808 24.673585722419
"glyA" 274.294050695029 224.203051932464 132.420456966719
"hmp" 120.805032545839 52.9182382801011 62.0252778541818
"glnB" 737.778390236411 505.007795884745 241.607584180565
"glrR" 138.946338519405 75.0508044591624 46.6555695309346
"qseG" 148.713316031677 93.0676004094084 69.1478382516138
"glrK" 104.976471032324 64.4282470528239 45.0286827051218
"purL" 77.9245946895062 35.5037528497938 34.1121863316182
"mltF" 101.434466867932 46.546185070017 18.526596201127
"tadA" 203.895762100548 99.0377818651642 90.5009245510175
"pgpC" 214.183438194912 156.078794990682 104.416695163015
"yfhH" 99.0250059446017 49.2349081320922 56.4155579103979
"acpS" 223.620240804534 109.632241043864 130.21566750587
"pdxJ" 248.115366181788 151.406899634006 192.871438974886
"recO" 203.117413063675 155.325421151647 162.307903672182
"era" 401.532627133496 464.821590089952 348.621294139826
"rnc" 436.510566318053 486.478549426546 329.82342349783
"lepB" 506.640713947719 570.153422904996 234.68201104847
"lepA" 335.529402522967 347.562940587843 170.984259248063
"rseC" 1142.35513313266 1041.13420410513 460.548725658417
"rseB" 1189.10297195784 1611.16352645738 396.031235492079
"rseA" 6514.62083008941 9188.08801017353 1704.01441113109
"rpoE" 5292.2135958835 6875.08775169826 2002.47638063021
"nadB" 104.451083317063 45.1565220051021 61.9642400713185
"yfiC" 168.436142462677 86.3133583310059 40.3800820303796
"srmB" 139.047907480311 94.2029633504504 87.0737634561294
"yfiE" 179.808801691989 116.856346829649 186.978428177975
"eamB" 173.931695910573 97.9580470835842 39.1288121995932
"grcA" 521.18367698184 547.582495278141 2896.07872422606
"ung" 155.497763799193 82.897106863227 61.8223640861353
"yfiF" 177.000338287341 116.052722642754 69.9955605625508
"trxC" 528.768752581715 487.05767602034 243.985954781337
"tapT" 107.510559302594 55.776707224493 43.6127267703976
"patZ" 528.939960718707 749.029009509474 32.2214083668084
"pssA" 446.804869187751 551.944531280498 356.71210194089
"yfiM" 635.420484655709 755.974532881924 3097.2887306933
"kgtP" 938.976573681211 1430.13043232284 1897.19409317999
"rrlG" 146.770976567102 101.433596462434 69.7832933080049
"rrsG" 132.003032713915 89.8042042852416 53.7139206830561
"clpB" 822.207893872887 1427.58054739416 3083.3033448983
"yfiH" 224.738825151601 209.752928636613 104.613017338717
"rluD" 275.824647770419 277.844748187384 96.8076258343297
"bamD" 380.981071214765 354.752032566193 186.026860664093
"raiA" 43947.1514448991 28042.1465046283 593.443726358186
"pheA" 174.155190461419 198.938619742376 70.0225734290087
"tyrA" 144.28815478712 130.444650411984 117.751020038905
"aroF" 174.910838212853 220.575360048813 171.142735340556
"yfiL" 560.4300555521 535.525958577963 128.390031574481
"yfiR" 154.497580445481 94.4112558344705 162.132761492332
"dgcN" 96.8836544825479 49.3145095787879 38.2502831562471
"yfiB" 162.324846926688 85.7703032535682 84.6724933597892
"rplS" 1773.89317099389 2150.1067869856 3381.56613941447
"trmD" 644.673101327885 702.042863206141 1093.02892922324
"rimM" 930.463860587518 1039.97360793433 1539.79570014075
"ffh" 451.603982777887 332.07829108768 312.791656205947
"ypjD" 117.035485841614 77.8954080934686 73.9133703754479
"yfjD" 115.248896516894 66.4774685417243 63.1821790743579
"grpE" 956.431231902729 1292.19396265686 1062.42712964182
"nadK" 154.743293647176 94.6404284424935 78.5150538158292
"recN" 108.942400725704 92.0822864880968 203.541977165728
"bamE" 1734.43901189442 1364.14634088017 976.359858275679
"yfjF" 439.394360524035 181.145274018044 389.253384739886
"ratA" 183.958210966931 116.024479949545 141.891516420098
"smpB" 281.003435918406 210.648309545033 188.749099781197
"ssrA" 1207198.05443748 1444896.59359276 2816116.67691688
"intA" 156.55891048811 117.286306751649 67.0140513235948
"yfjH" 49.6700015958145 32.8173782386402 10.356264753788
"yfjI" 43.3886386367478 22.0125762200309 5.01625281615418
"yfjJ" 53.8928883221148 43.6156198934513 12.6441320015366
"abpB" 75.6246467828521 37.132397310061 14.9784541025427
"abpA" 79.4893492200936 44.8484378237922 44.2287838005832
"yfjM" 7466.66659085242 6824.85981942672 1034.73519676123
"rnlA" 194.254772023867 215.886178066013 176.272083657581
"rnlB" 856.089718475878 1036.87233190123 652.713602455595
"yfjP" 138.155164531846 69.8903283632106 11.4920559024254
"yfjQ" 123.804923291062 59.6820010128704 10.2052044987019
"yfjR" 79.0963771782135 40.4306473474405 19.5545988327369
"yfjS" 221.193492358369 96.5648157537802 19.1275081141676
"yfjT" 215.598358313762 148.735120203799 72.3506329350348
"yfjU" 442.150736094458 317.275926087378 232.784769765538
"yfjV" 70.0593062307714 34.423017293806 18.2249995764131
"yfjW" 25.3279952644712 14.4568918460913 8.46398609931678
"ypjI" 2437.54418502565 1534.39384621159 80.5181629058693
"yfjX" 211.079218570751 106.670150394627 21.6710572357896
"yfjY" 127.996329449745 65.3276403019408 14.1120822266315
"yfjZ" 510.129687699619 225.281735196813 50.2518872936218
"ypjF" 230.672805485246 132.446111743558 38.8318661028619
"ypjA" 92.1013215123287 50.9846518736034 23.9108859587635
"ypjB" 27.7189308572244 20.4011783101942 2.75609177671162
"ypjC" 29.9148509441933 22.6646915333264 3.52802055665788
"ygaQ" 24.9224177402675 18.077598912946 3.23866009219372
"glaH" 4125.61607865683 12612.0850813269 33.706403989228
"lhgD" 1200.97750502328 4244.95215315459 46.6323635745366
"gabD" 1054.35727758333 4413.97345971266 61.8424548317858
"gabT" 925.914511103528 4390.75996834292 64.8641914970483
"gabP" 143.154481547861 438.204234353838 16.342515661285
"glaR" 178.398984892678 339.927395586588 114.994207283735
"kbp" 1984.73000761479 2138.73844506308 904.498743444571
"ygaV" 899.576353432554 600.604256984234 75.5446132950849
"ygaP" 341.179522816599 215.148840679564 63.1213071646012
"stpA" 436.407581158744 276.565681570626 89.0877477256769
"alaE" 101.913899433658 69.9855803756905 1102.293457273
"ygaC" 420.806418551862 277.407449287894 427.896635082274
"ygaM" 8031.17971750674 9379.20019575305 5535.30600448067
"nrdI" 131.939066409322 98.1450404168555 247.651103241788
"nrdE" 73.3764892361217 44.7044092229452 64.6201942306119
"nrdF" 112.331342436991 57.183689531695 36.856869604998
"proV" 92.6345756309737 70.3199310830072 31.5442583638489
"proW" 124.2595586524 79.8288100248643 41.8966949646137
"proX" 101.758500655429 54.6033401152123 28.6439470031264
"ygaY" 82.7879259499611 39.3930451495311 22.3278905686914
"ygaZ" 138.49701809007 63.3928253770788 152.887345066747
"ygaH" 244.1346395751 169.396188899595 186.573113736356
"mprA" 123.844328386276 58.4321355410533 285.92624420292
"emrA" 91.8527256186881 44.1421072105803 46.2191738390074
"emrB" 89.6312280499907 43.6600304284581 37.8869013509849
"luxS" 787.962565817872 607.956331914263 598.883772731656
"gshA" 243.611076444643 197.498576455325 163.013346462431
"yqaA" 268.074167734033 166.943928974412 139.188924031141
"yqaB" 186.91477716326 123.379767625336 72.3100836506052
"alaS" 136.693904392937 87.9230935922321 142.825521706676
"recX" 190.558717854202 169.734994651696 100.867082073737
"recA" 686.393950586294 690.05980226613 754.769688181992
"pncC" 174.128165037932 91.9797285890012 69.5418304964081
"mltB" 120.173276043135 55.6020395492406 25.4438142034088
"srlA" 187.683413130931 134.689545219467 9.12611112167201
"srlE" 201.72836912643 129.015417761164 11.6490624140149
"srlB" 192.742485188284 174.743746390921 7.97381364256398
"srlD" 158.811240651759 116.132566299516 10.5068725162961
"gutM" 283.947718316823 133.048346028159 50.7020631800958
"srlR" 138.139346178285 91.1911862078664 25.9219645241199
"gutQ" 145.252969575146 82.3915383727039 31.8124674146488
"norR" 96.4786733395746 45.7517036683685 25.8810878105381
"norV" 106.684336556768 51.9191789781681 19.8987704048776
"norW" 87.9573926343341 35.9679348440436 17.6211114976784
"hypF" 111.740070747573 56.7024140766723 20.5115139172269
"hydN" 123.193342143948 65.3687020715722 24.5792445915127
"ascG" 165.772511884488 79.281205319904 24.5791501154369
"ascF" 100.615094071512 58.2907380021893 22.2895769110735
"ascB" 150.888254805097 76.5156133765041 27.7543468812885
"hycI" 417.795910830727 289.917685624522 106.718331258779
"hycH" 192.834020136701 83.6538263955745 26.564651212787
"hycG" 93.3249252756178 41.1823705035146 13.8988803380115
"hycF" 218.24211150506 89.1538228760532 11.186592630468
"hycE" 82.5211357621903 36.2641436343953 9.35539396791479
"hycD" 114.149224273639 55.5398041955245 12.4758032129111
"hycC" 74.1981767229838 33.3650737644388 8.65972845997552
"hycB" 127.597078049906 53.6251977372393 13.1732782595034
"hycA" 114.257274810678 60.8832212606798 9.70869953963802
"hypA" 269.984354562558 135.442823654692 16.615682488421
"hypB" 111.893572565825 58.2425746066589 18.2943636705613
"hypC" 1086.89334783454 790.654099346746 145.805263001531
"hypD" 98.9368295774722 52.2464550729858 25.0104409317463
"hypE" 105.57091546328 61.2985478218462 41.3214697592853
"fhlA" 101.786120894701 73.9840020619762 25.7923299810387
"ygbA" 419.989124219713 219.467928574734 139.701007940497
"mutS" 77.2008436720414 42.3726984984937 17.9996619232137
"pphB" 72.9347005130055 31.1000961516926 9.36310808325467
"ygbI" 130.955943531915 68.1840190883662 33.8293502566695
"ygbJ" 81.1130426191419 40.1130338000677 8.64476591950953
"ygbK" 108.352325918499 51.3877591473084 17.427577805738
"ygbL" 103.215746606712 45.0958700360175 15.7506030374427
"ygbM" 89.5860263072144 43.1352190518968 18.2991102828911
"ygbN" 104.244881286265 56.2507792409727 19.0567064995809
"rpoS" 2944.73904166112 2328.57692304134 977.907999597181
"nlpD" 873.077427753065 813.324626642512 394.476233867033
"pcm" 277.503712244259 218.078099467256 176.656587107183
"umpG" 219.347672655498 188.526022105315 102.420376614734
"truD" 154.543063799961 109.295479084451 94.8572869366396
"ispF" 110.358067691666 77.0376239298909 86.9859171360012
"ispD" 197.909027119923 101.350472541202 72.2556241586205
"ftsB" 975.987334387762 707.565478359417 584.135752018075
"ygbE" 489.445508451021 353.524624980274 802.575125640379
"cysC" 148.131667961976 135.970648671993 377.428086348789
"cysN" 145.826620490138 240.340973953597 566.764082824162
"cysD" 175.688830901212 332.148075329348 612.131758205269
"iap" 109.204015216139 58.2797515454879 150.997794039115
"cas2" 1560.30462563953 822.436478378776 261.826475725001
"cas1" 107.223720310104 54.0993657409727 25.379966510088
"casE" 101.570893275814 58.1437160234231 29.5956760533482
"casD" 122.686103809855 68.0581483794186 27.5298095029128
"casC" 67.0687077806932 40.9855949193746 15.1248588827971
"casB" 118.678588991717 64.4388288692612 14.7000856527412
"casA" 46.9414061577132 27.6776947907028 10.2084878980695
"cas3" 73.7417989561096 40.3594292543398 8.44058568550306
"cysH" 253.906449494414 514.097377326318 874.562483532643
"cysI" 213.315368550659 478.45623469816 1000.91062875036
"cysJ" 197.432788089259 450.885551329189 853.351032634977
"queD" 327.779202232501 161.223484008506 62.3951555315237
"ygcN" 110.699993403827 51.4014817056182 7.94786293181111
"ygcP" 99.9575014188832 47.5633033661707 12.1336847133882
"ygcQ" 131.030713671874 67.6143753740819 12.659276139667
"ygcR" 145.787038376086 73.8162880563918 9.48181178299892
"ygcS" 88.6254109401538 43.8632189086095 3.35886498551165
"ygcU" 87.8024779200453 42.0352793955942 4.60379203687185
"ygcW" 71.0229776975791 35.2664703578182 4.05403695301977
"yqcE" 87.09392523816 46.1624205806372 5.92598473293336
"ygcE" 72.7277926792857 34.6619681056197 5.83468850510489
"queE" 155.934094431316 158.684978898592 104.460571549777
"ygcG" 37.0602915504642 16.5717822775853 4.35580087394319
"eno" 2339.29698154938 2535.41654580075 899.818692133316
"pyrG" 695.941553256897 746.216695212875 326.050789106089
"mazG" 253.782211403921 172.668154607189 239.028323180261
"mazF" 599.502221441816 367.907347766307 540.080066078923
"relA" 104.633433633209 67.1383701955427 50.9956838131536
"rlmD" 115.580083013788 71.3806786526134 39.7602717655438
"barA" 95.3025045752688 42.9242148092684 14.0109711668688
"gudD" 124.842151742475 64.3361619320351 16.1276967511422
"gudX" 73.6326283335472 33.5349965878031 8.31196678712712
"gudP" 118.875755765324 50.560507029998 11.4115771987274
"yqcA" 467.537210961188 268.452151590336 143.538524965767
"truC" 115.918281119486 44.3367693770247 17.5821014449377
"yqcC" 197.719547558782 103.653478755828 26.4762723428604
"csrB" 1113.00825430571 4505.37565593782 4063.64489857256
"syd" 164.350769323589 107.931344236613 73.8122063139278
"queF" 96.4288447400615 64.6417501326109 38.5166459629223
"ppnN" 302.063129945131 246.932897777329 119.438211436864
"sdaC" 63.4990141601642 32.2331156214709 19.2642472414234
"sdaB" 73.0201176079673 35.9171010360105 16.5843357237332
"ygdG" 111.221977001897 54.7173517401642 14.7678528645614
"fucO" 145.185444165668 103.530248708217 19.7364913044427
"fucA" 118.279037996958 80.7072536397913 8.89269915119212
"fucP" 98.0310789367086 49.8620676428603 8.62641425786481
"fucI" 117.815084423088 80.0191161089835 14.7982194439614
"fucK" 108.147080998181 66.8839560783757 9.2604929339995
"fucU" 236.340900217188 130.474512539182 31.0530489536152
"fucR" 150.905987640416 87.4144807279202 20.8662083101485
"rlmM" 155.943354626191 104.294901812372 99.6553885655011
"ygdD" 198.069560729278 146.449976262225 127.868086534403
"gcvA" 126.975458261966 71.7828149305428 61.9271182846147
"csdA" 129.623214500364 70.929775096445 104.957973969953
"csdE" 322.871146103748 224.418789684763 215.361572840998
"tcdA" 136.787857075209 73.0473011932604 49.483861642992
"mltA" 101.51123900349 58.450004700888 44.0936160184728
"amiC" 105.016064262894 61.551766246711 43.6906599360664
"argA" 84.7419632792553 83.072152066473 702.405827506792
"recD" 90.7098836557042 46.6859695046666 101.773244376148
"recB" 77.104117210776 39.776180209562 24.0329629859108
"ptrA" 71.4998302325216 36.9866248356956 21.8066251815757
"recC" 95.5341932616803 57.6084437411513 23.1668044957084
"ppdC" 535.814030304274 369.30697430975 55.5481590538687
"ygdB" 128.704193681586 79.9914051256621 29.7014161332274
"ppdB" 195.233895268381 115.819995406112 14.7756084827071
"ppdA" 160.172377725427 90.2174969852646 13.6500191144949
"thyA" 148.433837355562 91.4733068815278 69.517177054226
"lgt" 140.071830188029 88.2180682644002 42.4811057309879
"ptsP" 96.035085936383 56.9233207371804 41.5525535339132
"rppH" 238.41041718661 159.592770196502 200.342878591162
"mutH" 165.661016335088 91.1638543620529 73.8777250829315
"ygdQ" 141.734859454139 85.4569321516295 142.104667593359
"tas" 152.54970152911 131.255694051509 105.021640856576
"lplT" 120.066092984165 65.4074692989211 31.2723353923683
"aas" 77.1062830285606 45.9573428351285 19.1061523043142
"galR" 127.02803735839 89.377355394916 36.7406281121429
"lysA" 92.5338145270776 48.2291120777322 12.2953790279351
"lysR" 91.7651983595189 40.2572083913129 21.1522190362678
"ygeA" 155.176253490989 75.9355537607694 25.7881265718743
"araE" 80.0740582303606 37.7337693758561 46.0709523466475
"kduD" 125.123920413603 72.9334246100854 27.5951273780629
"kduI" 122.476920535608 65.1352511132177 23.5853141344603
"yqeF" 133.591154389019 84.8559496630861 13.5133827805012
"yqeG" 57.9728392321204 37.6838849355663 9.80951495516046
"yqeH" 41.3067181161543 31.7858180198359 3.55548228065754
"yqeI" 32.9676322779015 21.1664731109077 4.84897229564638
"yqeJ" 22.0683326637491 7.11049146143572 2.35201370443859
"yqeK" 29.0072649654718 29.3295762596646 3.12951561038702
"ygeF" 14.2635845571417 15.0773286368254 2.28237751397742
"ygeG" 17.4398077921681 11.9571229794441 1.13161623698668
"ygeH" 11.3388100787485 8.46588604953267 2.40167527645089
"pbl" 13.0491325017041 10.5969373921546 3.78598980271804
"ygeK" 45.7846744935333 18.3419203107739 3.54213113225325
"ygeN" 8.5542999645193 5.52164324474009 2.67770342328634
"ygeO" 61.4427098889341 25.0688412204848 8.34869100721143
"insD4" 163.656245501147 100.138904137606 78.160646017114
"insC4" 530.443945568686 406.358605892784 190.785187106005
"ygeP" 711.934660078524 623.704420714396 252.783898333552
"ygeQ" 169.667838847967 96.4527006029013 27.9065370253524
"actS" 250.194387869614 157.784945199819 75.1817964014032
"xdhA" 201.1836149972 102.181239639463 18.7011203501584
"xdhB" 167.800310442947 91.6132093508984 20.275865545846
"xdhC" 364.380466747709 179.303943415769 41.7055767090417
"ygeV" 589.995947999921 470.93301360704 31.8376161955609
"ygeW" 155.052672840387 104.67227531804 11.3689024373095
"ygeX" 172.471868540931 85.5982412561848 24.3091366987846
"ygeY" 208.521000915426 97.8053470783797 16.1870511472793
"hyuA" 166.976759556119 64.4730518334273 17.9885389340616
"yqeA" 218.589946308797 116.183435761688 37.5273028791313
"yqeB" 512.396290474605 489.79008531417 15.6292177465569
"yqeC" 753.542243975309 806.243662445695 12.2539608200929
"mocA" 3607.06547604229 2864.94275079954 57.2073266782854
"ygfK" 189.517971629879 146.182711757212 22.1885178985304
